date,home_team,away_team,home_shots,away_shots,home_sot,away_sot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_xg,away_xg,league,season
2022-04-02,Peterborough United,Middlesbrough,10,11,3,6,5,7,19,10,3.0,1.0,,,,,E1,2021-2022
2022-04-02,Queens Park Rangers,Fulham,8,13,2,8,4,5,15,5,3.0,0.0,,,,,E1,2021-2022
2022-04-02,Stoke City,Sheffield United,9,10,1,1,4,7,10,5,,,,,,,E1,2021-2022
2022-04-03,Birmingham City,West Bromwich Albion,3,8,2,0,3,6,11,11,2.0,1.0,,,,,E1,2021-2022
2022-04-09,Sheffield United,Bournemouth,10,6,2,2,7,4,18,14,3.0,2.0,,,,,E1,2021-2022
2022-04-09,Blackburn Rovers,Blackpool,10,17,2,3,7,6,15,10,3.0,4.0,,,,,E1,2021-2022
2022-04-09,Bristol City,Peterborough United,20,17,2,5,11,4,12,13,1.0,1.0,0.0,1.0,,,E1,2021-2022
2022-04-09,Middlesbrough,Hull City,11,5,4,3,7,1,7,13,3.0,5.0,,,,,E1,2021-2022
2022-04-09,Millwall,Barnsley,15,13,10,4,7,7,7,12,1.0,2.0,,,,,E1,2021-2022
2022-04-09,Nottingham Forest,Birmingham City,13,7,5,2,9,4,11,13,1.0,3.0,,,,,E1,2021-2022
2022-04-09,Preston North End,Queens Park Rangers,21,15,7,7,7,5,11,9,0.0,1.0,,,,,E1,2021-2022
2022-04-09,Reading,Cardiff City,10,7,2,3,5,5,8,10,0.0,1.0,,,,,E1,2021-2022
2022-04-09,Swansea City,Derby County,10,8,3,3,3,4,11,9,2.0,1.0,,,,,E1,2021-2022
2022-04-09,West Bromwich Albion,Stoke City,15,13,3,4,6,4,7,6,,,,,,,E1,2021-2022
2022-04-10,Fulham,Coventry City,27,18,7,4,6,10,10,12,1.0,4.0,,,,,E1,2021-2022
2022-04-11,Huddersfield Town,Luton Town,11,7,4,1,6,3,7,14,3.0,2.0,,,,,E1,2021-2022
2022-04-15,Luton Town,Nottingham Forest,8,11,4,3,6,1,17,15,8.0,4.0,1.0,0.0,,,E1,2021-2022
2022-04-15,Birmingham City,Coventry City,12,13,2,7,8,7,6,5,4.0,0.0,,,,,E1,2021-2022
2022-04-15,Bournemouth,Middlesbrough,8,5,2,1,3,4,8,10,1.0,2.0,,,,,E1,2021-2022
2022-04-15,Hull City,Cardiff City,8,11,3,4,4,4,4,13,0.0,3.0,,,,,E1,2021-2022
2022-04-15,Peterborough United,Blackburn Rovers,15,13,10,2,7,6,8,13,1.0,3.0,0.0,1.0,,,E1,2021-2022
2022-04-15,Preston North End,Millwall,17,16,5,7,10,6,10,7,0.0,1.0,,,,,E1,2021-2022
2022-04-15,Sheffield United,Reading,12,8,2,3,6,2,15,11,4.0,4.0,,,,,E1,2021-2022
2022-04-15,Stoke City,Bristol City,12,6,3,4,6,0,16,13,2.0,4.0,,,,,E1,2021-2022
2022-04-15,Swansea City,Barnsley,17,19,6,4,6,8,13,10,1.0,3.0,,,,,E1,2021-2022
2022-04-15,West Bromwich Albion,Blackpool,17,11,5,4,7,3,8,9,0.0,1.0,,,,,E1,2021-2022
2022-04-15,Huddersfield Town,Queens Park Rangers,6,11,2,3,7,4,13,9,3.0,2.0,,,,,E1,2021-2022
2022-04-15,Derby County,Fulham,6,21,4,8,3,8,8,11,4.0,1.0,,,,,E1,2021-2022
2022-04-18,Middlesbrough,Huddersfield Town,13,10,2,7,11,4,11,15,3.0,3.0,,,,,E1,2021-2022
2022-04-18,Barnsley,Peterborough United,19,10,11,4,9,3,15,13,1.0,2.0,,,,,E1,2021-2022
2022-04-18,Blackburn Rovers,Stoke City,13,7,4,2,1,3,13,12,2.0,2.0,,,,,E1,2021-2022
2022-04-18,Blackpool,Birmingham City,16,11,9,6,9,7,7,13,0.0,1.0,,,,,E1,2021-2022
2022-04-18,Cardiff City,Luton Town,13,10,3,3,9,4,12,6,1.0,1.0,,,,,E1,2021-2022
2022-04-18,Coventry City,Bournemouth,10,5,4,3,10,3,15,6,,,,,,,E1,2021-2022
2022-04-18,Millwall,Hull City,17,9,8,4,5,7,9,12,2.0,0.0,,,,,E1,2021-2022
2022-04-18,Queens Park Rangers,Derby County,14,13,6,2,6,5,13,8,2.0,2.0,0.0,1.0,,,E1,2021-2022
2022-04-18,Reading,Swansea City,10,11,6,5,5,3,12,12,2.0,4.0,,,,,E1,2021-2022
2022-04-18,Bristol City,Sheffield United,7,16,3,5,2,7,11,14,2.0,4.0,,,,,E1,2021-2022
2022-04-18,Nottingham Forest,West Bromwich Albion,17,1,6,0,8,0,10,6,2.0,4.0,0.0,1.0,,,E1,2021-2022
2022-04-19,Fulham,Preston North End,14,8,6,2,6,5,13,14,1.0,1.0,,,,,E1,2021-2022
2022-04-22,Huddersfield Town,Barnsley,10,11,5,3,2,7,7,17,0.0,3.0,,,,,E1,2021-2022
2022-04-23,Luton Town,Blackpool,10,14,5,2,0,3,17,14,0.0,4.0,,,,,E1,2021-2022
2022-04-23,Birmingham City,Millwall,15,13,3,8,4,6,16,15,4.0,3.0,,,,,E1,2021-2022
2022-04-23,Bournemouth,Fulham,9,6,2,2,4,3,15,26,3.0,7.0,,,,,E1,2021-2022
2022-04-23,Derby County,Bristol City,11,18,2,7,2,5,10,13,1.0,3.0,,,,,E1,2021-2022
2022-04-23,Hull City,Reading,9,13,3,4,5,5,10,12,2.0,1.0,,,,,E1,2021-2022
2022-04-23,Peterborough United,Nottingham Forest,12,12,5,4,6,5,14,17,3.0,3.0,,,,,E1,2021-2022
2022-04-23,Sheffield United,Cardiff City,7,5,4,1,5,4,10,10,1.0,3.0,,,,,E1,2021-2022
2022-04-23,Stoke City,Queens Park Rangers,15,10,6,0,9,7,13,7,0.0,1.0,,,,,E1,2021-2022
2022-04-23,Swansea City,Middlesbrough,19,13,4,4,8,2,12,12,2.0,1.0,,,,,E1,2021-2022
2022-04-23,West Bromwich Albion,Coventry City,12,10,2,3,7,3,10,9,1.0,1.0,,,,,E1,2021-2022
2022-04-25,Preston North End,Blackburn Rovers,11,12,3,6,4,6,16,9,2.0,3.0,,,,,E1,2021-2022
2022-04-29,Queens Park Rangers,Sheffield United,8,27,2,8,1,15,6,6,2.0,2.0,,,,,E1,2021-2022
2022-04-30,Barnsley,Preston North End,15,19,5,8,3,10,11,5,0.0,1.0,,,,,E1,2021-2022
2022-04-30,Blackburn Rovers,Bournemouth,9,13,2,6,6,2,10,10,4.0,3.0,,,,,E1,2021-2022
2022-04-30,Blackpool,Derby County,17,9,3,4,5,1,5,11,1.0,2.0,,,,,E1,2021-2022
2022-04-30,Bristol City,Hull City,12,12,8,5,1,4,12,8,1.0,2.0,,,,,E1,2021-2022
2022-04-30,Cardiff City,Birmingham City,12,13,5,4,7,2,7,8,4.0,2.0,,,,,E1,2021-2022
2022-04-30,Coventry City,Huddersfield Town,22,7,9,4,10,3,8,5,1.0,0.0,,,,,E1,2021-2022
2022-04-30,Middlesbrough,Stoke City,9,10,2,3,7,1,4,7,,,,,,,E1,2021-2022
2022-04-30,Millwall,Peterborough United,18,14,4,2,8,12,9,9,,,,,,,E1,2021-2022
2022-04-30,Nottingham Forest,Swansea City,27,12,17,3,12,4,11,9,0.0,2.0,,,,,E1,2021-2022
2022-04-30,Reading,West Bromwich Albion,6,14,0,4,6,5,8,10,1.0,3.0,,,,,E1,2021-2022
2022-05-02,Fulham,Luton Town,19,5,12,2,5,3,6,14,2.0,6.0,,,,,E1,2021-2022
2022-05-07,Birmingham City,Blackburn Rovers,14,14,5,7,8,1,7,11,0.0,1.0,,,,,E1,2021-2022
2022-05-07,Bournemouth,Millwall,20,8,3,3,6,5,8,7,0.0,2.0,,,,,E1,2021-2022
2022-05-07,Derby County,Cardiff City,17,3,4,1,7,1,9,8,1.0,2.0,,,,,E1,2021-2022
2022-05-07,Huddersfield Town,Bristol City,13,11,5,3,7,2,5,4,2.0,1.0,,,,,E1,2021-2022
2022-05-07,Hull City,Nottingham Forest,7,14,3,4,6,4,14,9,0.0,2.0,,,,,E1,2021-2022
2022-05-07,Luton Town,Reading,16,8,4,2,1,4,11,10,0.0,1.0,,,,,E1,2021-2022
2022-05-07,Peterborough United,Blackpool,17,10,10,3,4,4,14,5,1.0,0.0,,,,,E1,2021-2022
2022-05-07,Preston North End,Middlesbrough,15,12,10,4,7,0,14,13,3.0,6.0,0.0,1.0,,,E1,2021-2022
2022-05-07,Sheffield United,Fulham,10,14,5,4,2,7,17,12,2.0,1.0,,,,,E1,2021-2022
2022-05-07,Stoke City,Coventry City,9,18,2,5,4,7,9,11,0.0,2.0,,,,,E1,2021-2022
2022-05-07,Swansea City,Queens Park Rangers,11,7,6,3,0,5,9,11,,,,,,,E1,2021-2022
2022-05-07,West Bromwich Albion,Barnsley,17,3,7,2,6,1,5,9,0.0,1.0,,,,,E1,2021-2022
